City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,pando,-34.7167,-55.95,21.05,94,0,4.63,UY,1678437432
278,faya,18.3851,42.4509,16.06,59,15,5.37,SA,1678437433
279,gold coast,-28.0,153.4333,25.1,91,100,3.6,AU,1678437332
280,ustrzyki dolne,49.4304,22.5938,10.55,100,30,6.58,PL,1678437434
281,vao,-22.6667,167.4833,25.31,76,2,5.89,NC,1678437108
282,alberton,46.8168,-64.0654,-0.93,89,97,6.0,CA,1678437435
283,sidi ali,36.0998,0.4206,15.97,76,91,8.02,DZ,1678437436
284,heihe,50.2441,127.4902,-0.68,90,100,8.45,CN,1678437437
285,mandalgovi,45.7625,106.2708,-1.89,17,1,3.69,MN,1678437438
286,talnakh,69.4865,88.3972,-16.55,87,100,8.68,RU,1678437438
287,tuatapere,-46.1333,167.6833,12.55,70,80,2.39,NZ,1678437088
288,terney,45.0503,136.6092,-1.27,86,94,1.84,RU,1678437440
289,santiago del estero,-27.7951,-64.2615,23.54,72,26,3.0,AR,1678437212
290,port blair,11.6667,92.75,28.61,64,95,5.99,IN,1678437441
291,berlevag,70.8578,29.0864,-8.0,67,20,6.69,NO,1678437442
292,beringovskiy,63.05,179.3167,-2.84,96,100,2.5,RU,1678437443
293,provideniya,64.3833,-173.3,-10.14,97,83,1.45,RU,1678437444
294,elizabeth city,36.2946,-76.2511,6.01,92,0,0.0,US,1678437445
295,gumdag,39.2061,54.5906,15.43,71,96,5.65,TM,1678437446
296,rocha,-34.4833,-54.3333,16.81,96,76,2.77,UY,1678437447
297,madang,-5.2246,145.7966,26.39,81,99,1.01,PG,1678437034
298,sao joao da barra,-21.6403,-41.0511,23.75,89,100,5.37,BR,1678437448
299,padang,-0.9492,100.3543,26.03,85,79,1.49,ID,1678437449
300,manggar,-2.8833,108.2667,28.32,69,34,0.76,ID,1678437450
301,ariquemes,-9.9133,-63.0408,21.91,99,100,0.59,BR,1678437451
302,neiafu,-18.65,-173.9833,27.03,76,100,8.81,TO,1678437452
303,nabire,-3.3667,135.4833,27.41,81,80,1.29,ID,1678437452
304,mamburao,13.25,120.6667,27.53,60,45,0.4,PH,1678437453
305,kutum,14.2,24.6667,25.79,10,27,6.61,SD,1678437454
306,huejuquilla el alto,22.6,-103.8667,13.54,49,100,0.44,MX,1678437455
307,uyo,5.0333,7.9266,31.14,58,28,1.32,NG,1678437456
308,wagar,16.1525,36.2032,29.7,26,11,6.48,SD,1678437456
309,killybegs,54.6333,-8.45,-0.16,75,20,1.12,IE,1678437457
310,camalu,30.85,-116.0667,12.39,85,24,2.78,MX,1678437458
311,ossora,59.2353,163.0719,-14.83,91,100,2.33,RU,1678437194
312,denpasar,-8.65,115.2167,31.81,66,40,3.6,ID,1678437460
313,erzin,36.9559,36.2,16.76,67,36,3.15,TR,1678437461
314,shirokiy,49.758,129.523,-1.93,86,100,10.13,RU,1678437462
315,mazatlan,23.2167,-106.4167,18.84,89,100,1.31,MX,1678437368
316,emerald,-23.5333,148.1667,28.38,70,98,5.92,AU,1678436899
317,sokolovo,52.5318,84.7896,0.64,73,53,1.83,RU,1678437464
318,omboue,-1.5746,9.2618,27.14,76,100,4.7,GA,1678437464
319,burgeo,47.6167,-57.6152,-1.6,75,100,6.53,CA,1678437465
320,richards bay,-28.783,32.0377,27.89,74,30,2.35,ZA,1678437291
321,longyan,25.1072,117.0225,26.1,26,0,2.74,CN,1678437467
322,kisangani,0.5167,25.2,27.73,61,100,1.89,CD,1678437468
323,zhuhai,22.2769,113.5678,25.88,64,0,4.12,CN,1678437463
324,jinchang,38.4953,102.1739,8.97,22,77,8.68,CN,1678437470
325,dingle,10.9995,122.6711,27.04,69,2,4.48,PH,1678437470
326,nanortalik,60.1432,-45.2371,-2.82,76,91,4.39,GL,1678437471
327,nantucket,41.2835,-70.0995,2.3,87,0,4.63,US,1678437472
328,taber,49.8167,-112.1518,-10.09,92,12,7.2,CA,1678437472
329,bow island,49.8668,-111.3684,-12.84,78,28,8.75,CA,1678437473
330,manta,-0.95,-80.7333,23.88,94,75,0.0,EC,1678437474
331,okha,53.5739,142.9478,-11.16,96,67,1.93,RU,1678437475
332,havelock,34.8791,-76.9013,12.74,90,99,1.23,US,1678437475
333,kurchum,48.5722,83.6542,-1.48,61,3,1.75,KZ,1678437476
334,cidreira,-30.1811,-50.2056,23.74,90,2,3.37,BR,1678437477
335,port macquarie,-31.4333,152.9167,23.27,67,12,5.2,AU,1678437478
336,clonakilty,51.6231,-8.8706,1.56,73,100,3.66,IE,1678437478
337,apache junction,33.4151,-111.5496,13.82,49,0,2.57,US,1678437337
338,amahai,-3.3333,128.9167,27.88,81,86,1.88,ID,1678437480
339,tulsipur,28.131,82.2973,28.45,16,8,5.57,NP,1678437481
340,pahrump,36.2083,-115.9839,16.03,29,100,11.62,US,1678437482
341,bandarbeyla,9.4942,50.8122,27.85,66,0,4.93,SO,1678437085
342,taicheng,38.731,113.228,17.58,14,0,5.78,CN,1678437483
343,ipixuna,-1.7625,-48.8043,21.95,99,100,0.75,BR,1678437484
344,kaeo,-35.1,173.7833,18.51,89,10,3.66,NZ,1678437485
345,puerto ayacucho,5.6639,-67.6236,23.51,93,97,1.29,VE,1678437486
346,tieli,46.95,128.05,2.38,68,100,4.21,CN,1678437487
347,singapore,1.2897,103.8501,30.97,68,75,7.2,SG,1678437272
348,yar-sale,66.8333,70.8333,-4.51,94,98,5.6,RU,1678437488
349,muros,42.7762,-9.0603,15.61,87,83,6.39,ES,1678437469
350,te anau,-45.4167,167.7167,11.37,78,85,2.19,NZ,1678437490
351,toba,34.4833,136.85,15.0,57,7,6.03,JP,1678437490
352,victoria,22.2855,114.1577,26.03,57,0,1.34,HK,1678437491
353,arman,59.7,150.1667,-16.1,100,60,1.23,RU,1678437492
354,tautira,-17.7333,-149.15,27.26,82,81,7.69,PF,1678437493
355,stokmarknes,68.5646,14.9108,-5.01,58,20,3.09,NO,1678437494
356,rovaniemi,66.5,25.7167,-8.33,73,0,4.12,FI,1678437495
357,monopoli,40.9559,17.2896,20.13,70,95,6.52,IT,1678437495
358,luderitz,-26.6481,15.1594,22.71,48,0,5.78,NA,1678437496
359,kalangala,-0.3089,32.225,23.64,65,100,3.94,UG,1678437497
360,comodoro rivadavia,-45.8667,-67.5,15.92,44,0,8.75,AR,1678437498
361,ust-kan,50.9276,84.761,-0.71,67,12,1.34,RU,1678437499
362,raudeberg,61.9875,5.1352,-3.36,74,71,6.39,NO,1678437499
363,seryshevo,51.0933,128.3786,-0.77,85,100,8.54,RU,1678437500
364,kondoa,-4.9,35.7833,29.79,35,14,3.31,TZ,1678437501
365,trinidad,-14.8333,-64.9,23.05,98,100,0.17,BO,1678437502
366,saskylakh,71.9167,114.0833,-31.65,97,22,2.6,RU,1678437503
367,fredericksburg,38.3032,-77.4605,4.85,78,0,0.0,US,1678437415
368,urumqi,43.801,87.6005,7.53,37,0,3.0,CN,1678437504
369,kavieng,-2.5744,150.7967,27.84,74,93,1.71,PG,1678437505
370,yunhe,34.0833,119.7167,24.23,33,5,3.18,CN,1678437506
371,sitka,57.0531,-135.33,-1.06,55,75,1.54,US,1678437507
372,flinders,-34.5833,150.8552,23.54,73,3,6.42,AU,1678437508
373,abu zabad,12.35,29.25,31.93,7,79,8.97,SD,1678437508
374,acari,-15.4311,-74.6158,23.94,77,99,0.76,PE,1678437509
375,san cristobal,7.7669,-72.225,17.74,97,99,1.62,VE,1678437510
376,vaitape,-16.5167,-151.75,27.88,76,100,4.99,PF,1678437511
377,thaba-tseka,-29.522,28.6084,20.49,35,0,2.11,LS,1678437512
378,sur,22.5667,59.5289,29.14,37,45,5.25,OM,1678437512
379,rudnyy,52.9594,63.1206,-2.87,86,100,5.25,KZ,1678436942
380,lasa,46.6166,10.7002,8.35,84,93,1.04,IT,1678437075
381,nishihara,26.1842,127.7558,22.03,58,40,7.2,JP,1678437514
382,monclova,26.9,-101.4167,19.62,72,95,0.27,MX,1678437515
383,tura,25.5198,90.2201,32.1,15,4,3.14,IN,1678437516
384,qiqihar,47.3408,123.9672,7.34,39,99,10.46,CN,1678437517
385,starobaltachevo,56.0013,55.9213,2.0,100,100,8.88,RU,1678437517
386,wynyard,-41.0,145.7167,16.66,63,100,4.09,AU,1678437518
387,bilma,18.6853,12.9164,29.64,10,77,6.3,NE,1678437519
388,gravdal,68.1214,13.5031,-5.06,100,75,2.06,NO,1678437520
389,zhigansk,66.7697,123.3711,-9.99,96,100,2.33,RU,1678437521
390,isla vista,34.4133,-119.861,12.22,87,100,2.06,US,1678437521
391,solnechnyy,50.7214,136.6319,-9.18,95,89,1.75,RU,1678437049
392,saquarema,-22.92,-42.5103,22.79,89,77,2.95,BR,1678437523
393,marquette,46.5333,-87.6335,-1.77,82,100,3.13,US,1678437523
394,maniitsoq,65.4167,-52.9,-9.49,84,100,3.55,GL,1678437524
395,acurenam,1.0322,10.6488,24.79,79,100,1.18,GQ,1678437525
396,guiratinga,-16.3494,-53.7583,20.27,94,98,1.67,BR,1678437089
397,pocoes,-14.5297,-40.3653,17.34,98,94,1.55,BR,1678437526
398,taoudenni,22.6783,-3.9836,29.14,9,4,8.29,ML,1678437527
399,severnoye,56.3491,78.3619,-1.74,76,100,7.21,RU,1678437528
400,cutro,39.0353,16.9819,15.57,72,20,4.63,IT,1678437528
401,chippewa falls,44.9369,-91.3929,-1.57,94,100,4.12,US,1678437388
402,katherine,-14.4667,132.2667,33.18,25,0,4.12,AU,1678437531
403,jaque,7.5175,-78.1703,23.51,85,83,1.87,PA,1678437532
404,puerto escondido,15.85,-97.0667,24.29,78,16,2.36,MX,1678437533
405,shingu,33.7333,135.9833,16.01,71,7,1.77,JP,1678437533
406,colares,38.7992,-9.4469,16.29,91,40,4.02,PT,1678437534
407,dukat,62.55,155.55,-22.82,87,3,3.27,RU,1678437535
408,verkhoyansk,67.5447,133.385,-30.42,99,74,0.95,RU,1678437536
409,teguise,29.0605,-13.564,17.12,77,20,6.17,ES,1678437536
410,xuzhou,34.1805,117.1571,25.76,21,42,4.04,CN,1678437537
411,flin flon,54.7682,-101.865,-23.04,100,100,1.98,CA,1678437538
412,abnub,27.2696,31.1511,25.36,17,0,3.41,EG,1678437539
413,kasongo,-4.45,26.6667,21.12,97,100,1.66,CD,1678437539
414,murgab,37.4966,61.9714,27.93,32,0,5.14,TM,1678437540
415,gadu,17.6292,121.6105,24.25,73,56,4.38,PH,1678437541
416,inhambane,-23.865,35.3833,29.99,74,40,5.36,MZ,1678437542
417,orlik,52.5178,99.825,-12.54,63,100,6.94,RU,1678437542
418,sadovo,42.1333,24.9333,15.18,58,75,3.6,BG,1678437543
419,kieta,-6.2167,155.6333,25.91,82,100,1.71,PG,1678437544
420,constitucion,-35.3333,-72.4167,14.04,90,54,1.35,CL,1678437545
421,zhanakorgan,43.9098,67.2495,21.35,36,100,4.65,KZ,1678437546
422,damoh,23.8333,79.45,31.39,15,0,3.54,IN,1678437547
423,khasan,42.4308,130.6434,2.59,92,96,4.43,RU,1678437548
424,neepawa,50.2289,-99.4664,-10.78,97,100,3.44,CA,1678437548
425,neyshabur,36.2133,58.7958,16.0,62,100,4.13,IR,1678437550
426,north battleford,52.7834,-108.2847,-12.95,85,100,8.23,CA,1678437551
427,karpogory,64.0019,44.4451,-9.79,87,76,3.15,RU,1678437551
428,santa luzia,-19.7697,-43.8514,22.19,73,0,4.12,BR,1678437552
429,linqu,36.5156,118.5397,27.09,18,29,6.05,CN,1678437553
430,mansa,29.9833,75.3833,33.91,9,2,4.12,IN,1678437554
431,badou,7.5833,0.6,27.32,65,99,0.76,TG,1678437555
432,honiara,-9.4333,159.95,26.15,86,95,0.88,SB,1678437083
433,laguna de duero,41.5815,-4.7233,10.22,73,75,6.69,ES,1678437556
434,newton,42.337,-71.2092,0.31,80,0,0.45,US,1678437384
435,vila do maio,15.1333,-23.2167,25.44,71,62,7.76,CV,1678437557
436,maarianhamina,60.0973,19.9348,-1.08,80,75,2.57,AX,1678437558
437,bridlington,54.0831,-0.1919,1.75,90,100,4.02,GB,1678437559
438,almaznyy,48.0448,40.045,10.41,71,99,7.96,RU,1678437560
439,pacific grove,36.6177,-121.9166,14.63,85,100,4.47,US,1678437561
440,airai,-8.9266,125.4092,19.17,83,26,0.88,TL,1678437562
441,belmonte,-15.8631,-38.8828,24.59,84,78,1.53,BR,1678437562
442,hofn,64.2539,-15.2082,-9.99,52,20,7.72,IS,1678437563
443,laguna,38.421,-121.4238,12.32,89,100,14.4,US,1678437564
444,gat,31.61,34.7642,22.66,28,0,1.56,IL,1678437421
445,nara,34.6851,135.8049,20.83,24,8,2.43,JP,1678437565
446,brunico,46.7958,11.9364,7.83,83,100,0.94,IT,1678437566
447,takoradi,4.8845,-1.7554,28.48,76,87,2.89,GH,1678437087
448,moba,33.2288,105.0179,15.64,37,100,2.37,CN,1678437568
449,myitkyina,25.3833,97.4,36.69,14,90,1.97,MM,1678436995
450,nizwa,22.9333,57.5333,28.6,18,72,3.83,OM,1678437569
451,bor,56.3567,44.0669,-2.04,95,100,4.87,RU,1678437544
452,batagay-alyta,67.8006,130.4114,-25.51,93,99,0.36,RU,1678437570
453,broome,42.2506,-75.833,-2.77,87,0,1.54,US,1678437571
454,suntar,62.1444,117.6319,-15.38,81,81,4.9,RU,1678437572
455,kayerkan,69.3497,87.7602,-17.49,84,99,5.35,RU,1678437573
456,krasnoselkup,65.7,82.4667,-11.03,93,100,11.1,RU,1678437574
457,camopi,3.1655,-52.3158,20.79,99,100,0.71,GF,1678437575
458,lata,40.1629,-8.3327,14.9,84,100,1.82,PT,1678437575
459,lebane,42.9239,21.7375,12.33,76,100,1.19,RS,1678437576
460,aden,12.7794,45.0367,26.5,73,32,6.42,YE,1678437577
461,payson,40.0444,-111.7321,6.71,64,100,5.66,US,1678437550
462,antananarivo,-18.9137,47.5361,23.98,69,75,3.09,MG,1678437514
463,veraval,20.9,70.3667,31.77,28,0,1.17,IN,1678436984
464,san carlos de bariloche,-41.1456,-71.3082,11.86,82,100,6.17,AR,1678437527
465,los llanos de aridane,28.6585,-17.9182,18.96,70,0,3.6,ES,1678437580
466,fuyu,45.1833,124.8167,13.97,30,73,9.98,CN,1678437581
467,dunda,-8.1167,34.25,27.41,57,70,1.95,TZ,1678437582
468,nola,40.922,14.5329,17.17,77,96,2.49,IT,1678437583
469,volchikha,52.0333,80.3833,0.93,74,87,3.99,RU,1678437583
470,urubicha,-15.3833,-62.95,21.55,100,99,0.61,BO,1678437584
471,tessalit,20.1986,1.0114,32.23,11,0,6.95,ML,1678437585
472,fortuna,40.5982,-124.1573,7.51,92,100,1.54,US,1678437586
473,halifax,44.6453,-63.5724,0.0,74,63,4.63,CA,1678437544
474,aklavik,68.2191,-135.0107,-17.15,85,100,9.19,CA,1678437587
475,maxixe,-23.8597,35.3472,29.9,74,40,5.2,MZ,1678437588
476,arlit,18.7369,7.3853,34.84,7,61,7.83,NE,1678437021
477,dubbo,-32.25,148.6167,28.07,15,0,3.09,AU,1678437589
478,yongan,39.6957,113.6871,13.15,22,0,5.27,CN,1678437590
479,hambantota,6.1241,81.1185,29.19,84,20,3.6,LK,1678437591
480,sechura,-5.5569,-80.8222,24.77,84,100,5.99,PE,1678437592
481,adrar,20.5022,-10.0711,24.42,15,0,5.24,MR,1678437593
482,ust-ishim,57.6935,71.1665,0.61,87,100,5.8,RU,1678437594
483,egvekinot,66.3167,-179.1667,-10.69,97,99,0.23,RU,1678437595
484,kenora,49.8167,-94.4337,-7.46,79,100,3.6,CA,1678437596
485,nanakuli,21.3906,-158.1547,20.97,82,0,0.0,US,1678437596
486,tebingtinggi,3.3285,99.1625,29.69,66,93,1.57,ID,1678437597
487,bambanglipuro,-7.95,110.2833,28.5,67,92,3.84,ID,1678437598
488,brae,60.3964,-1.353,1.29,75,99,3.27,GB,1678437599
489,parakai,-36.65,174.4333,18.7,87,8,5.53,NZ,1678437599
490,craig,40.5153,-107.5464,-3.21,73,0,0.0,US,1678437600
491,hokitika,-42.7167,170.9667,14.68,81,0,4.75,NZ,1678437601
492,kichera,55.9375,110.0997,-13.94,75,100,2.91,RU,1678437317
493,matay,28.419,30.7792,25.15,17,0,3.5,EG,1678437603
494,wawa,9.9022,4.4192,31.15,49,100,1.85,NG,1678437604
495,mananjary,-21.2167,48.3333,26.67,78,100,2.79,MG,1678437605
496,finnentrop,51.1667,7.9667,8.9,93,100,4.2,DE,1678437606
497,kargasok,59.0556,80.8572,-2.38,96,100,6.11,RU,1678437607
498,rochegda,62.8,43.25,-8.9,85,64,2.43,RU,1678437608
499,anadyr,64.75,177.4833,-5.72,86,40,5.0,RU,1678437608
500,bukavu,-2.5083,28.8608,21.19,78,100,0.36,CD,1678437609
501,clinton,42.587,-82.9199,1.06,81,75,4.63,US,1678437484
502,kampong thum,12.7111,104.8887,36.59,21,0,1.99,KH,1678437611
503,rafaela,-31.2503,-61.4867,25.55,50,2,0.45,AR,1678437612
504,port antonio,18.18,-76.4612,24.97,79,100,4.13,JM,1678437613
505,vestmannaeyjar,63.4427,-20.2734,-6.45,53,20,8.75,IS,1678437614
506,koutiala,12.3917,-5.4642,30.82,7,81,3.9,ML,1678437614
507,ambunti,-4.2365,142.8448,24.73,96,100,1.28,PG,1678437615
508,shu,43.5983,73.7614,18.75,36,87,2.07,KZ,1678437616
509,sembe,1.6481,14.5806,28.12,62,100,0.25,CG,1678437617
510,pemangkat,1.1667,108.9667,25.89,87,99,4.68,ID,1678437618
511,vagur,61.4732,-6.8119,-1.03,65,100,10.63,FO,1678437619
512,quatre cocos,-20.2078,57.7625,27.27,80,83,7.37,MU,1678437620
513,durusu,41.3053,28.6767,15.47,72,58,3.58,TR,1678437621
514,ayan,56.45,138.1667,-10.79,95,100,3.81,RU,1678437083
515,pestravka,52.405,49.9583,3.31,100,36,7.03,RU,1678437622
516,tarko-sale,64.9225,77.785,-7.81,91,100,10.38,RU,1678437623
517,marawi,7.9986,124.2928,20.93,93,81,2.26,PH,1678437117
518,mincivan,39.0294,46.7185,19.54,22,0,3.9,AZ,1678437624
519,santo andre,-23.6639,-46.5383,21.03,91,75,1.03,BR,1678437625
520,atyrau,47.1167,51.8833,10.01,76,40,4.0,KZ,1678437626
521,knysna,-34.0363,23.0471,24.55,55,0,2.25,ZA,1678437626
522,sergeyevka,53.88,67.4158,-2.46,83,73,5.54,KZ,1678437627
523,visby,57.6409,18.296,2.25,59,0,3.6,SE,1678437559
524,angoche,-16.2325,39.9086,31.15,62,95,4.37,MZ,1678437629
525,la ronge,55.1001,-105.2842,-19.86,65,20,2.57,CA,1678437630
526,ketchikan,55.3422,-131.6461,0.26,64,20,2.06,US,1678437340
527,esmeraldas,-19.7625,-44.3139,22.17,95,73,1.85,BR,1678437113
528,miyazu,35.5333,135.1833,13.11,91,7,1.59,JP,1678437632
529,yaan,7.3833,8.5667,31.8,50,76,3.36,NG,1678437633
530,mwingi,-0.9344,38.0601,30.04,39,48,3.89,KE,1678437633
531,san luis,-33.295,-66.3356,19.05,53,40,1.57,AR,1678437634
532,rabaul,-4.1967,152.1721,27.42,74,100,1.78,PG,1678437635
533,mackenzie,55.2999,-123.1698,-19.88,84,0,1.03,CA,1678437636
534,sogne,58.0833,7.8167,-2.39,57,92,6.13,NO,1678437637
535,huarmey,-10.0681,-78.1522,23.78,76,100,2.03,PE,1678437638
536,palmer,42.1584,-72.3287,-0.6,79,0,0.0,US,1678437639
537,yarmouth,41.7057,-70.2286,3.31,86,0,5.81,US,1678437640
538,yanam,16.7333,82.2167,32.13,36,94,4.15,IN,1678437641
539,langsa,4.4683,97.9683,28.62,75,97,1.88,ID,1678437641
540,constantine,36.365,6.6147,11.67,82,40,1.03,DZ,1678437642
541,melfi,40.9965,15.6514,14.31,73,53,6.59,IT,1678437643
542,belyy yar,53.6039,91.3903,-3.97,59,20,2.0,RU,1678437644
543,paamiut,61.994,-49.6678,-7.29,65,100,4.51,GL,1678437644
544,oranjemund,-28.55,16.4333,21.19,59,0,4.93,NA,1678437645
545,denholm,52.6501,-108.018,-12.93,97,100,5.59,CA,1678437646
546,pangnirtung,66.1451,-65.7125,-14.93,71,15,2.41,CA,1678437647
547,atar,20.5169,-13.0499,26.39,17,0,4.5,MR,1678437647
548,greeneville,36.1632,-82.831,8.19,94,100,0.0,US,1678437461
549,wau,7.7029,27.9953,35.2,18,97,1.25,SS,1678437649
550,karratha,-20.7377,116.8463,33.46,50,0,8.83,AU,1678437527
551,muswellbrook,-32.2667,150.9,25.14,62,0,4.69,AU,1678437650
552,saint-georges,12.0564,-61.7485,23.82,88,20,0.0,GD,1678437651
553,hazorasp,41.3194,61.0742,19.91,35,99,4.98,UZ,1678437652
554,tahe,52.3333,124.7333,-5.01,93,100,6.77,CN,1678437113
555,axim,4.8699,-2.2405,28.73,74,92,2.66,GH,1678437653
556,yulara,-25.2406,130.9889,31.7,15,0,2.4,AU,1678437654
557,iquique,-20.2208,-70.1431,23.02,80,62,2.62,CL,1678437160
558,kilosa,-6.8333,36.9833,30.27,55,70,1.04,TZ,1678437655
